Результат умножения матриц из файла (Размер 200 x 200):
Время расчета: 167.7239 мс

71.55	561.38	-129.46	463.80	1108.23	76.43	73.28	-209.30	-23.78	-320.74	533.56	-182.34	252.04	408.25	-15.30	841.05	-202.84	510.08	240.09	-221.94	402.65	79.56	1272.06	-391.83	339.41	-63.88	-748.91	205.84	-1073.87	-438.05	490.03	625.35	495.87	6.90	179.95	-349.00	237.22	643.99	-40.02	-28.53	-369.79	-349.10	239.30	-513.21	376.26	159.68	68.46	-262.61	113.05	281.68	-182.36	303.84	-400.89	-924.52	-384.24	205.93	-25.09	-195.12	288.78	-608.70	256.79	155.34	27.49	-225.08	-234.10	355.16	717.14	363.64	-52.70	-364.12	313.05	89.91	-214.62	478.64	279.62	114.04	-88.44	294.98	301.17	69.99	-554.87	169.72	-546.88	851.17	-381.27	159.76	964.01	-580.29	-540.72	-496.49	119.40	447.25	-113.58	-246.20	128.03	311.70	-177.59	-851.36	-324.42	-233.93	608.79	645.06	13.95	-571.01	65.02	-42.16	-634.69	-838.95	-340.49	-158.04	-136.67	-443.56	-116.01	355.43	20.37	197.80	-495.70	482.20	298.38	636.02	-22.19	297.38	131.79	-155.96	24.08	-21.24	143.25	-786.06	41.74	551.65	-859.00	-86.07	106.78	654.49	83.82	-410.10	220.58	-53.13	107.99	-270.80	476.33	-105.51	991.30	-419.80	243.28	-735.84	-495.46	649.34	348.06	-712.43	-356.83	-330.79	536.50	-282.70	242.37	-502.95	-604.77	423.26	512.97	-545.58	390.48	-118.79	-57.91	269.73	-38.49	-46.02	56.72	-1021.22	-897.41	806.67	25.02	-512.17	426.01	-455.72	-435.21	-211.25	-468.72	-439.40	-712.63	-31.61	-15.95	676.51	473.87	-294.68	-79.29	665.54	-288.70	-344.34	1070.95	-221.61	-704.63	330.07	-633.81	67.31	-543.29	-85.54	529.97	-107.35	-624.09	28.82	
-340.46	741.34	-216.12	293.26	-466.73	-440.54	776.75	-114.02	-708.61	-154.82	373.91	-302.46	40.40	12.27	419.21	44.83	672.26	594.81	-119.11	164.82	-394.17	-606.55	-153.78	-99.74	468.14	-190.49	87.02	-697.38	664.53	-16.56	315.13	-266.12	71.74	147.16	162.45	667.61	-629.17	-1248.24	336.10	-7.09	-50.09	904.36	736.66	-446.46	152.34	1.15	490.25	34.89	-86.96	804.05	4.92	-380.33	394.34	113.44	-76.31	-692.08	239.79	262.65	492.58	-106.73	1039.08	128.53	276.90	690.23	729.67	88.49	10.79	-51.09	363.67	-348.14	-476.66	-490.75	229.38	-1115.20	-80.09	711.15	734.48	56.69	362.72	-720.45	-580.77	301.51	-145.50	-400.86	-386.45	-222.14	883.41	-92.86	493.81	-67.06	0.50	253.23	357.02	269.12	86.43	38.49	-242.13	262.10	303.75	-52.68	622.67	-383.38	347.33	641.23	-268.90	334.78	-1035.22	258.36	268.34	-456.98	717.67	65.94	-406.92	278.38	154.35	113.06	-1127.22	-626.23	-615.56	617.03	-187.98	485.36	-215.51	37.70	303.85	422.45	597.45	442.85	338.35	-60.78	-170.29	-591.19	-331.71	416.55	-204.73	555.67	407.99	720.84	232.49	-240.87	97.50	-114.67	-111.28	-274.09	305.48	627.72	-205.37	-441.68	-351.60	-207.79	-815.23	603.42	-126.00	-1213.35	-18.73	-137.64	-259.59	-38.46	612.20	-38.26	-393.16	-873.66	-517.66	-518.95	-485.69	434.42	-328.46	21.39	-620.71	-200.84	440.04	124.30	482.95	-218.64	-466.93	484.53	384.58	401.74	-146.81	-841.95	-713.92	-529.28	572.52	363.55	527.37	-32.27	29.29	228.96	-322.41	159.30	-239.53	-307.23	-1143.40	-257.56	6.91	-134.02	257.30	99.69	-162.70	-1.71	
219.38	-15.49	-318.00	-519.32	-457.64	-240.85	668.13	563.85	-52.91	-573.97	-362.12	650.22	156.75	494.95	-758.73	962.83	208.36	451.70	826.81	103.04	-471.57	607.98	-89.49	-333.57	343.46	143.72	-957.76	105.18	-97.09	44.59	-696.62	-199.50	248.03	-78.53	-559.46	259.08	-8.92	-308.53	-763.05	-329.71	-215.82	-487.57	-192.08	-950.91	-295.62	52.13	276.79	-260.26	74.16	453.01	-625.48	-496.98	287.49	-943.09	163.99	-12.04	203.05	-54.06	192.31	-190.67	-125.73	468.54	-1021.93	-96.01	231.74	-356.38	-812.23	-485.63	124.81	74.96	-153.64	143.26	-132.66	582.90	-63.21	636.81	-730.90	-204.82	-436.32	-149.71	715.32	-354.64	827.45	509.39	-31.10	221.25	-119.89	595.98	-781.63	-692.46	352.71	326.21	-581.93	499.40	-247.31	430.77	-462.48	172.07	-381.59	-184.01	-109.22	-303.06	-645.57	5.94	263.66	76.61	-206.39	-701.15	-89.27	60.37	-944.21	464.68	13.37	-313.48	-407.36	-752.25	-417.76	-464.99	-215.09	574.79	419.02	679.14	227.92	-502.75	-36.60	-169.31	-1120.43	-190.42	42.48	-150.03	-346.34	-319.25	491.98	454.64	74.25	-627.85	-536.91	-510.99	255.96	-492.39	-977.85	279.00	222.73	282.33	313.69	-412.91	-345.01	-133.59	508.39	495.88	184.50	40.23	-584.43	250.16	343.97	-795.62	-262.58	-517.14	382.00	516.88	-547.59	-586.98	444.53	-656.97	450.86	120.99	-127.91	-61.68	45.90	-219.93	-428.21	87.41	-181.52	-649.19	628.11	-91.83	-169.52	-566.78	345.65	165.38	210.90	-541.91	751.91	-294.64	-414.26	-207.37	273.26	-1153.20	305.75	-57.80	-76.39	-290.90	-40.91	-247.07	1052.51	358.42	-277.43	-146.80	945.52	160.20	
-79.59	-1026.72	60.66	12.24	-119.68	-243.03	-1508.39	-386.05	922.71	-317.12	-1143.35	-1157.84	-621.97	1035.74	-322.12	52.83	-110.83	72.91	393.69	608.59	492.61	163.49	-656.04	66.52	615.24	404.17	-184.98	370.69	-292.65	-167.83	533.99	804.55	-142.96	299.23	-391.68	-229.90	-559.23	885.79	3.23	516.83	251.39	-304.29	-113.82	-638.56	374.12	200.27	576.52	-14.17	163.73	150.66	-100.31	36.65	825.06	-64.09	-844.56	-185.26	481.76	593.70	-302.75	141.92	82.15	79.53	186.53	211.62	893.73	211.45	-392.09	720.04	-205.63	454.40	242.63	325.30	-404.65	-206.65	1283.65	-111.59	-485.85	96.62	-143.07	67.38	-257.21	212.13	-242.72	97.96	-270.59	323.76	420.94	-380.07	-489.25	-400.01	-105.96	-403.86	57.42	411.35	-115.72	-296.18	-76.12	-87.63	-40.05	192.75	278.27	-31.45	650.07	92.78	399.97	472.94	693.83	-265.51	-1291.79	-239.29	-1238.03	240.22	235.73	-734.98	601.36	334.26	-61.17	-36.37	-30.91	334.66	-512.15	-34.88	415.27	29.18	-348.34	-391.81	-541.68	-83.08	-29.93	361.57	266.61	505.89	285.47	188.57	268.53	102.90	423.17	257.52	-133.35	300.87	-216.34	154.41	48.94	-696.59	335.68	-160.24	-67.06	438.14	1154.51	237.17	329.31	-777.63	-125.12	42.70	-484.82	710.28	-259.58	80.57	-2.20	-241.06	864.26	-292.65	-438.23	19.66	-1.68	253.42	427.15	-14.65	125.16	329.23	272.91	-617.59	610.79	238.44	150.38	-1497.43	360.49	-398.18	218.36	1003.71	381.32	287.43	413.60	535.51	-779.72	728.30	201.28	554.14	-87.66	10.96	897.28	-157.00	-252.08	-299.63	-185.91	679.08	-548.74	208.01	107.19	-411.17	
-35.23	874.15	-200.51	345.51	331.90	-230.90	238.31	-782.35	385.67	841.52	-245.62	648.82	650.91	-151.31	-289.59	63.27	-11.76	-124.56	-729.00	-38.03	246.56	-293.99	-149.06	536.77	-297.46	-460.62	232.36	225.54	-8.43	-1776.51	24.24	-506.38	-233.92	726.28	-707.51	-207.06	-19.28	-563.38	460.58	431.41	-352.39	-67.27	263.33	325.29	-1239.05	-343.55	684.29	-533.90	-312.83	-151.88	352.60	309.35	3.65	-911.08	281.14	-586.53	-30.59	-86.81	304.49	-332.36	-180.04	-600.98	-359.48	-259.02	497.33	-288.62	-713.27	-766.23	-472.65	40.92	-347.28	-302.48	-365.52	-273.83	-186.46	430.40	-133.15	363.52	-442.59	-831.10	-168.60	423.41	430.01	230.97	301.51	-937.75	583.64	-51.18	-48.84	-318.52	374.45	-106.38	295.33	-658.08	-943.60	712.58	958.83	-57.23	-136.58	-198.71	586.21	322.20	-396.49	81.11	-385.73	-352.90	-332.83	-6.49	-65.36	141.13	274.80	-348.50	-333.86	-538.27	-108.16	-172.38	-590.22	-534.69	-456.37	668.37	752.54	427.64	398.03	598.14	-56.08	-33.82	592.18	307.49	-386.59	-284.24	-4.60	399.88	610.65	-779.91	367.50	-79.40	-93.65	-181.99	-458.79	-15.39	310.10	206.69	143.11	-239.76	-129.28	768.37	269.24	1021.95	-836.61	-339.32	215.19	-398.00	-362.52	219.41	389.19	-3.91	212.24	170.08	355.89	443.13	-465.26	-475.58	1177.55	726.59	-259.43	705.05	355.57	220.14	4.45	118.34	-92.52	432.52	600.51	-462.34	229.95	-354.54	-319.90	-377.52	-273.67	-754.52	-56.66	180.87	79.98	229.97	-512.80	-101.51	-88.10	202.83	163.81	-338.04	105.73	1223.38	-847.83	-68.10	-764.20	247.26	233.09	33.67	353.20	479.72	
-363.74	670.48	-239.05	250.09	655.83	-457.23	-119.22	224.73	442.77	213.00	-131.93	-407.92	-810.99	-125.48	1117.79	-258.52	19.82	-242.40	-683.23	33.29	-158.58	507.58	692.29	31.65	-287.10	-128.82	144.35	-973.35	-382.90	-136.52	-948.52	-109.99	240.22	-664.99	-281.51	-44.35	-518.86	-828.60	-304.55	393.19	33.24	-1013.04	-447.35	12.46	528.34	-135.54	-398.17	856.51	-142.91	-53.35	521.51	436.20	274.38	455.25	-23.94	39.64	-544.58	108.68	-186.85	-358.28	-197.51	413.20	-315.70	116.02	160.19	-499.00	671.84	25.02	744.53	-608.54	-358.29	151.10	351.93	837.02	473.63	-42.83	555.40	-57.74	-860.29	-367.53	-380.78	-322.55	23.17	-112.53	-703.00	-356.83	-402.22	-238.04	-454.84	234.41	109.58	40.13	-504.19	1094.65	442.69	68.74	237.29	120.81	54.83	36.28	-217.25	551.16	-174.80	318.27	7.31	-1018.23	-332.46	1171.36	507.16	-8.45	694.48	51.07	-283.03	300.36	194.72	-695.35	145.46	796.60	-6.37	-945.57	221.32	520.83	-402.15	173.08	662.36	-298.14	711.37	-183.87	164.50	-103.76	-266.47	286.28	-264.78	-442.23	-595.25	-34.33	-281.32	-63.31	-229.66	-551.25	-144.66	734.14	250.49	486.77	-994.06	207.06	-385.75	687.10	-391.77	641.38	-394.88	718.22	288.14	-406.15	-322.33	664.15	-81.51	-686.63	-64.99	-574.25	428.07	-964.18	-270.72	-163.83	-920.98	-19.98	569.71	814.46	-210.82	-212.74	1068.75	-139.87	576.78	-561.37	-144.37	-432.28	-31.36	-30.76	594.87	-688.51	49.52	381.09	568.64	438.77	-582.85	701.18	248.84	426.49	-289.75	-309.51	733.11	-658.72	-481.10	156.32	367.28	83.85	20.69	579.77	480.13	91.03	
603.16	-87.85	-315.94	-485.16	728.56	-271.42	264.65	-61.09	432.04	51.11	1247.79	859.79	-768.06	-116.09	-206.60	-43.92	118.07	436.53	-256.08	549.72	631.03	160.95	261.19	-606.61	4.48	348.88	-25.28	-132.77	441.37	256.45	-221.54	-98.28	30.12	-121.17	-827.74	-459.03	338.75	347.32	972.65	-1058.81	73.01	-434.02	-646.14	166.26	126.38	161.73	336.58	-466.68	-71.76	127.16	116.14	17.54	-974.63	200.99	790.47	991.74	160.61	288.50	61.63	580.82	364.05	-614.57	-445.64	58.69	161.15	38.71	829.71	-668.72	324.68	632.33	-51.34	6.38	-218.08	840.21	-711.68	-151.72	-283.69	-540.57	-50.70	-209.69	-302.57	-451.14	-851.03	-214.63	711.81	-173.06	-245.51	-570.48	67.62	213.47	-30.83	11.13	-456.05	124.16	-377.67	778.28	271.90	-286.25	-202.36	-167.59	341.29	-113.77	-260.29	257.28	344.99	-411.78	547.92	-75.75	25.21	-61.73	477.85	268.66	67.19	118.44	-280.49	181.45	-194.15	181.48	-365.66	116.54	139.11	682.65	-424.03	-37.60	-744.76	-566.09	-617.06	-35.85	2.52	518.91	442.05	226.83	-78.62	213.07	665.27	-179.70	154.23	-229.71	677.79	421.07	-332.52	172.85	-66.76	-473.32	1237.38	58.44	-470.04	-285.32	620.40	314.43	790.00	-39.28	333.40	414.35	-416.02	49.73	46.75	842.28	890.60	222.54	-396.30	-6.28	713.19	-173.52	-74.84	113.86	-93.35	-402.95	-536.02	48.91	-722.13	446.45	266.52	89.31	-246.51	-849.34	-420.35	-373.88	-99.92	-424.53	-805.52	976.14	-451.31	-358.96	-423.13	-10.10	-311.95	264.01	280.66	-51.50	313.51	509.00	-1082.81	-465.56	-98.66	123.45	726.04	51.71	-169.54	186.57	
-874.47	145.16	375.42	-812.78	-147.39	-144.49	492.21	-134.96	52.66	221.14	-503.14	-370.86	65.98	-85.96	-20.83	368.02	597.37	-613.77	284.08	92.46	739.51	-156.68	-97.12	-165.51	171.79	-572.45	-169.44	-19.80	1148.94	-1437.29	6.30	907.59	-293.89	-140.02	-130.46	-738.29	-1186.42	-834.26	731.59	10.58	379.98	-473.62	-361.01	-27.63	-446.21	1298.03	350.92	296.55	-503.52	-140.78	-116.23	104.23	-315.93	215.41	-126.31	-104.39	138.45	293.65	293.26	-532.64	83.24	177.98	-93.68	121.20	-2.48	-226.96	-103.19	-454.64	306.42	405.20	-682.76	-133.70	-121.61	-749.42	534.58	93.50	188.39	632.36	-406.59	-52.19	397.24	19.84	521.46	-233.59	-320.60	-54.12	-299.61	533.58	370.98	-217.50	-612.13	-591.98	179.04	-395.53	115.88	-353.04	167.37	-14.42	-714.08	106.58	-491.40	274.67	-176.51	295.75	-698.40	-563.17	-408.19	-489.92	102.28	616.25	-325.50	-796.69	936.26	-1410.46	-149.34	-47.17	-95.20	-607.88	40.27	58.62	-143.87	-140.46	121.80	216.47	-96.09	1087.85	-244.93	418.74	715.28	-59.44	722.42	1123.39	96.01	-298.28	56.77	162.31	70.57	221.03	371.91	-21.51	-324.73	634.00	-984.25	155.03	200.05	-597.22	60.00	-46.27	-188.21	553.88	584.19	-515.78	-401.89	429.58	-661.01	197.02	186.62	17.51	384.08	212.25	-397.97	786.87	618.20	-696.27	-406.99	-433.61	-432.41	-523.55	-41.10	773.94	-479.97	-214.20	-186.22	-50.99	173.58	-654.69	-229.74	-510.38	252.91	40.03	809.16	847.27	-538.26	-939.68	-1002.01	-510.71	212.14	361.32	570.28	-206.82	-63.03	-712.63	54.48	371.19	-583.65	4.67	-17.51	-95.22	-332.77	606.90	
31.90	232.23	337.37	168.75	212.42	67.03	286.94	-226.73	-2.48	310.32	875.58	-520.99	-1127.86	-333.48	451.36	-405.37	301.97	-538.50	-255.35	287.70	-576.81	-201.76	406.23	89.26	22.37	768.12	-628.27	-857.72	1164.74	-754.15	334.75	368.28	-130.26	181.38	261.01	-184.69	242.43	-330.03	531.31	497.51	-33.33	293.42	-15.19	-171.09	396.03	166.45	299.30	-371.15	467.06	464.61	563.56	428.85	602.14	-180.60	624.47	-9.09	397.23	-292.59	-315.94	-723.03	319.42	147.82	624.60	364.03	829.51	-446.49	-1169.58	-342.81	525.07	-201.40	-737.10	-313.19	572.73	313.17	-96.13	46.73	585.51	220.70	-49.86	-817.51	442.31	790.77	-243.32	-219.79	-419.80	-1406.30	218.94	-578.70	250.62	-357.59	18.23	-513.16	-280.12	-153.43	-67.03	366.15	453.97	-186.08	-330.99	1022.74	-256.83	261.62	353.28	-163.01	248.80	-1733.35	-184.70	326.60	482.21	-119.79	-196.31	473.99	295.89	-13.25	470.53	-736.73	-241.12	568.42	143.62	-398.31	426.00	345.77	375.15	-145.96	-212.57	-143.19	321.09	-46.42	286.87	-249.30	309.34	663.97	-410.09	-383.28	-369.08	143.74	-406.33	-145.15	83.74	779.51	248.95	335.03	-891.77	-638.79	-335.22	402.07	-908.43	-78.35	-270.98	789.70	199.90	162.24	-577.72	-173.16	-201.55	-240.71	243.44	201.61	-230.57	-701.76	150.53	395.26	-227.62	-129.20	-1203.00	859.39	400.35	-460.82	155.27	365.23	599.02	-224.10	451.25	1.09	296.91	-822.20	704.99	-477.09	-25.64	-51.59	64.29	-252.02	933.87	-513.04	-425.77	-297.90	694.23	-31.92	228.88	-367.70	347.16	371.03	-120.35	277.13	233.93	-395.00	315.55	-198.98	-271.92	-522.36	
-242.44	-289.53	610.84	-332.02	-148.94	-1423.60	500.52	145.41	354.77	-867.75	445.30	-27.37	408.34	338.69	-26.36	75.66	-224.35	248.53	-223.13	629.49	816.23	616.20	291.67	-125.20	484.90	-369.48	-774.04	-277.97	-246.62	-296.08	-1019.30	690.02	-117.74	-110.00	-691.30	-505.86	-506.67	-122.04	-330.88	-208.05	-29.35	-204.12	491.91	153.70	-324.11	-153.65	-856.68	113.42	-53.07	-281.36	486.88	416.06	-359.16	-142.10	626.95	300.94	130.66	302.64	81.89	-197.28	-367.71	-698.17	-371.60	120.49	762.31	-33.45	633.27	-70.62	-599.47	682.50	150.67	331.60	-204.04	67.04	995.70	-288.43	-455.34	-249.50	-291.04	-822.35	-425.16	-227.24	-1070.04	380.67	252.07	-352.28	66.64	533.15	146.54	53.17	-504.48	197.57	510.69	689.14	386.36	339.83	-270.03	-351.51	-236.64	-644.46	419.14	169.36	-185.56	1029.94	2.68	335.52	-349.16	266.74	-353.41	-291.77	424.77	637.18	-1156.70	-261.19	-1038.82	339.22	-945.98	-855.36	219.92	-19.45	-78.10	734.03	69.63	-32.28	168.43	-575.50	-597.19	56.65	65.63	434.23	-78.10	347.61	-544.06	-765.10	73.23	168.05	-306.81	172.29	222.00	31.24	-53.83	446.17	1.43	-543.91	151.34	9.34	72.56	425.44	-53.28	93.54	-23.25	-72.09	729.37	696.09	-127.35	245.97	-96.21	156.01	380.67	-172.55	484.90	229.75	941.94	-602.34	-146.60	-464.04	-582.82	-226.93	74.29	106.24	-333.77	234.30	-665.54	180.01	67.58	-92.56	-140.80	757.33	586.12	-744.75	349.06	239.09	626.50	-542.30	-906.51	-186.12	-448.39	-447.42	164.35	399.10	28.22	69.37	-408.26	298.46	-42.91	346.43	-39.38	256.13	847.76	1034.84	
